;СОУН;Объект ФНС России;Тип оборудования;Производитель;Модель;Серийный номер;Сервисный номер 2017;Инвентарный номер;Год выпуска;Гарантия;;
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341329;-;41/118-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341141;-;41/303-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341039;-;41/319-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341107;-;41/283-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341029;-;41/316-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341083;-;41/317-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341057;-;41/318-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341135;-;41/248-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341232;-;41/277-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341102;-;41/278-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341132;-;41/279-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341124;-;41/280-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341100;-;41/281-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341147;-;41/282-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341092;-;41/323-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341055;-;41/324-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341086;-;41/325-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341090;-;41/326-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341221;-;41/327-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341241;-;41/261-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341216;-;41/262-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341160;-;41/263-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341323;-;41/264-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341156;-;41/265-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341181;-;41/266-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341321;-;41/267-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341269;-;41/328-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341157;-;41/225-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341129;-;41/185-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341214;-;41/186-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341071;-;41/187-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341111;-;41/188-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341262;-;41/204-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341298;-;41/205-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341169;-;41/206-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341324;-;41/207-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341171;-;41/208-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341189;-;41/209-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341152;-;41/210-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341312;-;41/211-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341215;-;41/171-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341180;-;41/224-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341244;-;41/131-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341260;-;41/145-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341028;-;41/146-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341289;-;41/119-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341201;-;41/161-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341174;-;41/231-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341008;-;41/232-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341050;-;41/321-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341259;-;41/196-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341142;-;41/197-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341217;-;41/198-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341200;-;41/199-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341330;-;41/200-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341080;-;41/292-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341158;-;41/228-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341301;-;41/229-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341105;-;41/239-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341094;-;41/240-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341151;-;41/241-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341106;-;41/242-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341091;-;41/243-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341134;-;41/244-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341123;-;41/245-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341263;-;41/116-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341279;-;41/130-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341256;-;41/160-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341235;-;41/144-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341065;-;41/184-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341195;-;41/223-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341144;-;41/246-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341173;-;41/230-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341035;-;41/276-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341338;-;41/255-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341056;-;41/322-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341112;-;41/315-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 0);ExeGate;PowerCool PC V310;12182V310341010;-;41/302-20;2018;01.11.2020;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180736;-;32/1-023-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180732;-;32/1-028-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180731;-;32/1-024-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180733;-;32/1-027-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180735;-;32/1-026-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180730;-;32/1-022-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180738;-;32/1-025-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180727;-;32/1-029-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180739;-;32/1-030-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180728;-;32/1-032-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180734;-;32/1-034-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180729;-;32/1-033-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180737;-;32/1-021-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Basic Bas4600H110As263;L2105180726;-;32/1-031-18;2018;12.04.2021;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190994;-;32/1-030-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190971;-;32/1-006-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191000;-;32/1-031-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191010;-;32/1-032-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190968;-;32/1-001-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190975;-;32/1-011-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190990;-;32/1-044-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190982;-;32/1-043-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190973;-;32/1-010-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190985;-;32/1-002-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190979;-;32/1-004-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190986;-;32/1-014-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191009;-;32/1-040-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190987;-;32/1-005-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190997;-;32/1-013-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190995;-;32/1-027-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190980;-;32/1-026-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190999;-;32/1-025-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190992;-;32/1-028-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190996;-;32/1-007-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190991;-;32/1-039-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190974;-;32/1-045-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190972;-;32/1-024-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191011;-;32/1-023-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190998;-;32/1-019-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190988;-;32/1-020-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190981;-;32/1-021-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190993;-;32/1-042-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190978;-;32/1-022-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191001;-;32/1-041-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190970;-;32/1-008-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190983;-;32/1-012-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190989;-;32/1-015-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191003;-;32/1-033-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191005;-;32/1-029-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191012;-;32/1-034-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191008;-;32/1-038-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191006;-;32/1-018-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191002;-;32/1-036-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191004;-;32/1-035-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190984;-;32/1-017-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190976;-;32/1-016-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190977;-;32/1-009-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803190969;-;32/1-003-19;2019;08.02.2022;!;!
!;7731;ИФНС России №31 по Москве;Рабочая станция (Тип 2);LightCom;Optimum (Ci3HR8W10227);L1803191007;-;32/1-037-19;2019;08.02.2022;!;!
!;7733;ИФНС России №33 по Москве;Внешний дисковый массив (Тип 2);Aquarius;FSQ524QF;2151125123806-0012;77046-3-3.10-2151125123806-0012 ;з/б 41;2015;30.11.2018;!;!
!;7733;ИФНС России №33 по Москве;Внешний дисковый массив (Тип 2);Hewlett Packard;StorageWorks MSA P2000 G3;2S6343B213;77046-3-3.11-2S6343B213;з/б 41;2013;01.01.2016;!;!
!;7733;ИФНС России №33 по Москве;Внешний дисковый массив (Тип 2);IBM;System Storage DS4200;133500Y;77046-3-3.11-133500Y;-;2006;31.12.2009;!;!
!;7733;ИФНС России №33 по Москве;Внешний дисковый массив (Тип 2);IBM;System Storage DS3400;130748M;77046-3-3.11-130748M;11010403000659;2007;01.01.2010;!;!
!;7733;ИФНС России №33 по Москве;Внешний дисковый массив (Тип 2);IBM;System Storage N3400;1332369;77046-3-3.11-1332369;ПМ.138/11-2012 IBM ИФНС33 001;2012;01.01.2010;!;!
!;7733;ИФНС России №33 по Москве;Источник бесперебойного питания (Тип 1);APC;Back-UPS Pro 900;3B1137291093;77046-3-3.9-3B1137291093;з/б 41;2012;01.01.2015;!;!
!;7733;ИФНС России №33 по Москве;Источник бесперебойного питания (Тип 2);Eaton;PowerWare 9125;GG385A0909;77046-3-3.11-GG385A0909;з/б 41;2013;01.01.2016;!;!
!;7733;ИФНС России №33 по Москве;Источник бесперебойного питания (Тип 2);APC;SUA5000RMI5U;IS1130001989;77046-3-3.11-IS1130001989;з/б 41;2012;01.01.2015;!;!
!;7733;ИФНС России №33 по Москве;Источник бесперебойного питания (Тип 2);APC;SUA5000RMI5U;IS1130001890;77046-3-3.11-IS1130001890;з/б 41;2012;01.01.2015;!;!
!;7733;ИФНС России №33 по Москве;Источник бесперебойного питания (Тип 2);APC;SUA5000RMI5U;IS1130001919;77046-3-3.11-IS1130001919;з/б 41;2012;01.01.2015;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 1);D-link;DGS-1100-08;QBLZ1D9000431;77046-1-1.13-QBLZ1D9000431;з/б 21;2013;01.01.2014;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 1);D-link;DGS-1100-08;QBLZ1D9000433;77046-1-1.13-QBLZ1D9000433;з/б 21;2013;01.01.2014;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 1);D-link;DGS-1100-08;QBLZ1D9000434;77046-1-1.13-QBLZ1D9000434;з/б 21;2013;01.01.2014;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 1);D-link;DGS-1100-08;QBLZ1D9000435;77046-3-3.15-QBLZ1D9000435;з/б 21;2013;01.01.2014;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 1);D-link;DGS-1100-08;QBLZ1D9000436;77046-1-1.13-QBLZ1D9000436;з/б 21;2013;01.01.2014;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 1);D-link;DGS-1100-08;QBLZ1D9000437;77046-1-1.13-QBLZ1D9000437;з/б 21;2013;01.01.2014;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 1);D-link;DGS-1100-08;QBLZ1D9000438;77046-1-1.13-QBLZ1D9000438;з/б 21;2013;01.01.2014;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 1);D-link;DGS-1100-08;QBLZ1D9000439;77046-1-1.13-QBLZ1D9000439;з/б 21;2013;01.01.2014;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 1);D-link;DGS-1100-08;QBLZ1D9000440;77046-1-1.13-QBLZ1D9000440;з/б 21;2013;01.01.2014;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 2);Cisco;WS-C2950T-24;FCZ0937Y0EN;77046-3-3.10-FOC0942LOPR;11010403000399;2005;01.01.2007;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 2);Cisco;WS-C2960-24TC-L;FCQ1632X7JD;77046-3-3.11-FCQ1632X7JD;11013402000015;2012;01.01.2015;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 2);Cisco;WS-C2960G-24TC-L;FCQ1736X3GS;77046-3-3.11-FCQ1736x3GS;11013403000676;2012;01.01.2015;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 2);Cisco;WS-C3560G-24TS-S;FOC0944YOFF;77046-3-3.10-FOC0944YOFF;11010403000394;2005;01.01.2007;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 3);Cisco;WS-C3750G-48TS-S;FCZ154620J7;77046-3-3.11-FCZ154620J7 ;з/б 01/22;-;-;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 3);Cisco;WS-C3750G-48TS-S;FCZ154620JV;77046-3-3.10-FCZ154620JV ;з/б 01/22;-;-;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 3);Cisco;WS-C2950T-48-Si;FOC0942W0PK;77046-3-3.11-FOC0942W0PK;11010403000398;2005;01.01.2007;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 3);Cisco;WS-C2950T-48-Si;FHK0942Y1BP;77046-3-3.10-FOC0942Y1BD ;11010403000397;2006;01.01.2008;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 3);Cisco;WS-C2950T-48-Si;FOC0942Z19C;77046-3-3.10-FOC0942Z19C;11010403000396;2005;01.01.2007;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 3);Cisco;WS-C2950T-48-Si;FOC0943Z02A;77046-3-3.10-FOC0943Z02A;11010403000395;2005;01.01.2007;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 3);Cisco;WS-C2960-48TC-L;FOC1137W21U;77046-3-3.10-FOC1137W21U;1101340300706;2003;01.01.2005;!;!
